Entity Display Name,Entity Logical Name,Logical Name,Schema Name,Display Name,Attribute Type,Description,Custom Attribute,Type,Required Level,Additional data,,
Disposal method,msdyn_disposalmethod,msdyn_approvalstatus,msdyn_approvalstatus,Approval status,Choice,Indicator of approval of MSM entity.,True,Simple,None,"Options:
700610000: Pending
700610001: Approved
Default: N/A",,
Disposal method,msdyn_disposalmethod,msdyn_approvalstatusname,msdyn_approvalstatusName,N/A,Virtual,N/A,True,Simple,None,,,
Disposal method,msdyn_disposalmethod,msdyn_dataconnection,msdyn_dataconnection,Connection,Lookup,The connection that ingested this disposal method,True,Simple,None,"Targets:
msdyn_dataconnection",,
Disposal method,msdyn_disposalmethod,msdyn_dataconnectionname,msdyn_dataconnectionName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Disposal method,msdyn_disposalmethod,msdyn_dataconnectionrefresh,msdyn_dataconnectionrefresh,Connection refresh,Lookup,The connection refresh which ingested this disposal method,True,Simple,None,"Targets:
msdyn_dataconnectionrefresh",,
Disposal method,msdyn_disposalmethod,msdyn_dataconnectionrefreshname,msdyn_dataconnectionrefreshName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 3500",,
Disposal method,msdyn_disposalmethod,msdyn_description,msdyn_description,Description,Text,Optional description that provides additional detail about the entity or attribute.,True,Simple,None,"Format: Text
Max length: 250",,
Disposal method,msdyn_disposalmethod,msdyn_disposalmethodid,msdyn_disposalmethodId,Disposal method,Uniqueidentifier,Unique identifier for entity instances,False,Simple,SystemRequired,,,
Disposal method,msdyn_disposalmethod,msdyn_name,msdyn_name,Name,Text,The name of the custom entity.,True,Simple,ApplicationRequired,"Format: Text
Max length: 100",,
Disposal method,msdyn_disposalmethod,msdyn_origincorrelationid,msdyn_origincorrelationid,Origin correlation ID,Text,An optional identifier to correlate record with data origin.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_account,msdyn_account,Account,Lookup,Lookup to account.,True,Simple,None,"Targets:
account",,
Emission,msdyn_emission,msdyn_accountname,msdyn_accountName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 160",,
Emission,msdyn_emission,msdyn_accountyominame,msdyn_accountYomiName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 160",,
Emission,msdyn_emission,msdyn_activity,msdyn_activity,Activity (Deprecated),Text,Unique identifier of the activity linked to the emission.,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_activityentityname,msdyn_activityentityname,Activity entity name (Deprecated),Text,Internal reference used to map an entity to the corresponding record.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_activityid,msdyn_activityid,Activity ID (Deprecated),Text,Internal reference used to map the entity to the corresponding record.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_activityname,msdyn_activityname,Activity type,Text,Category or reference data used for reporting purposes and populated during the calculation process.,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_actualquantity,msdyn_actualquantity,Adjusted activity quantity,Decimal,Adjusted activity quantity used for emission calculation.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_actualquantityunit,msdyn_actualquantityunit,Adjusted activity quantity unit,Lookup,Adjusted activity quantity unit used for emission calculation.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_actualquantityunitname,msdyn_actualquantityunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_approvalstatus,msdyn_approvalstatus,Approval status,Choice,Indicator of approval of MSM entity.,True,Simple,None,"Options:
700610000: Pending
700610001: Approved
Default: N/A",,
Emission,msdyn_emission,msdyn_approvalstatusname,msdyn_approvalstatusName,N/A,Virtual,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_calculationdate,msdyn_calculationdate,Calculation date,DateTime,Date calculation occurred,True,Simple,None,Format: DateOnly,,
Emission,msdyn_emission,msdyn_calculationjob,msdyn_calculationjob,Calculation job,Lookup,Calculation job that generated emission.,True,Simple,None,"Targets:
msdyn_calculationjob",,
Emission,msdyn_emission,msdyn_calculationjobname,msdyn_calculationjobName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission,msdyn_emission,msdyn_calculationlibrary,msdyn_calculationlibrary,Emission factor library,Lookup,Emission factor library used for emission calculations.,True,Simple,None,"Targets:
msdyn_calculationlibrary",,
Emission,msdyn_emission,msdyn_calculationlibraryname,msdyn_calculationlibraryName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission,msdyn_emission,msdyn_category,msdyn_category,Category,Text,Scope 3 category number.,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_ch4,msdyn_ch4,CH?,Decimal,The amount of the CH? factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_ch4unit,msdyn_ch4unit,CH? unit,Lookup,The unit for the CH? amount.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_ch4unitname,msdyn_ch4unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_co2,msdyn_co2,CO?,Decimal,The amount of the CO? factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_co2e,msdyn_co2e,CO?E,Decimal,The amount of the CO? equivalent factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_co2emt,msdyn_co2emt,CO?E (mt),Decimal,The amount of the CO? equivalent factor in metric tons.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_co2eunit,msdyn_co2eunit,CO?E unit,Lookup,Unique identifier for the unit associated with the emission.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_co2eunitname,msdyn_co2eunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_co2unit,msdyn_co2unit,CO? unit,Lookup,The unit for the CO? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_co2unitname,msdyn_co2unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_consumptionenddate,msdyn_consumptionenddate,Consumption end date,DateTime,End date of activity consumption.,True,Simple,None,Format: DateOnly,,
Emission,msdyn_emission,msdyn_consumptionstartdate,msdyn_consumptionstartdate,Consumption start date,DateTime,Start date of activity consumption.,True,Simple,None,Format: DateOnly,,
Emission,msdyn_emission,msdyn_countryisocode,msdyn_countryisocode,Country/Region (Deprecated),Text,The three letter ISO code of the country/region.,True,Simple,None,"Format: Text
Max length: 3",,
Emission,msdyn_emission,msdyn_countryregioncode,msdyn_countryregioncode,Country/region,Lookup,Lookup field for Country/region.,True,Simple,None,"Targets:
msdyn_countryregion",,
Emission,msdyn_emission,msdyn_countryregioncodename,msdyn_countryregioncodeName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission,msdyn_emission,msdyn_customdimension,msdyn_customdimension,Custom Dimension,Multiline Text,Field where Custom Dimension values are stored in JSON format.,True,Simple,None,"Format: Text
Max length: 1048576",,
Emission,msdyn_emission,msdyn_dataconnection,msdyn_dataconnection,Data connection,Lookup,Unique identifier for Connection associated with Emission.,True,Simple,None,"Targets:
msdyn_dataconnection",,
Emission,msdyn_emission,msdyn_dataconnectionname,msdyn_dataconnectionName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_dataconnectionrefresh,msdyn_dataconnectionrefresh,Data connection refresh,Lookup,Unique identifier for Connection Refresh associated with Emission.,True,Simple,None,"Targets:
msdyn_dataconnectionrefresh",,
Emission,msdyn_emission,msdyn_dataconnectionrefreshname,msdyn_dataconnectionrefreshName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 3500",,
Emission,msdyn_emission,msdyn_datadefinition,msdyn_datadefinition,Emission source,Lookup,Lookup to corresponding data definition of emission entity.,True,Simple,ApplicationRequired,"Targets:
msdyn_sustainabilitydatadefinition",,
Emission,msdyn_emission,msdyn_datadefinitionname,msdyn_datadefinitionName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_dataqualitytype,msdyn_dataqualitytype,Data quality type,Choice,"Description of the data quality that identifies if the data is actual, estimated, or other descriptors of the data.",True,Simple,None,"Options:
700610000: Actual
700610001: Estimated
700610002: Metered
700610003: Other
Default: 700610003",,
Emission,msdyn_emission,msdyn_dataqualitytypename,msdyn_dataqualitytypeName,N/A,Virtual,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_emissioncalculation,msdyn_emissioncalculation,Calculation model,Lookup,Calculation model used for emission calculation.,True,Simple,None,"Targets:
msdyn_emissioncalculation",,
Emission,msdyn_emission,msdyn_emissioncalculationname,msdyn_emissioncalculationName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission,msdyn_emission,msdyn_emissionfactor,msdyn_emissionfactor,Emission factor,Lookup,Emission factor used for emission calculations.,True,Simple,None,"Targets:
msdyn_emissionfactor",,
Emission,msdyn_emission,msdyn_emissionfactorname,msdyn_emissionfactorName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_emissionid,msdyn_emissionId,Emission,Uniqueidentifier,Unique identifier for entity instances,False,Simple,SystemRequired,,,
Emission,msdyn_emission,msdyn_emissionlookup,msdyn_emissionlookup,Factor mapping,Lookup,Factor mapping used for emission calculations.,True,Simple,None,"Targets:
msdyn_emissionlookup",,
Emission,msdyn_emission,msdyn_emissionlookupname,msdyn_emissionlookupName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission,msdyn_emission,msdyn_emissionsource,msdyn_emissionsource,Emissions Source (Internal),Text,Emissions Source (Internal),True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_emissionsourcev2,msdyn_emissionsourcev2,Emissions Source (deprecated),Lookup,Emissions source reference.,True,Simple,None,"Targets:
msdyn_emissionsource",,
Emission,msdyn_emission,msdyn_emissionsourcev2name,msdyn_emissionsourcev2Name,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_externalemission,msdyn_externalemission,Partner emission,Lookup,Lookup to external emission,True,Simple,None,"Targets:
msdyn_externalemission",,
Emission,msdyn_emission,msdyn_externalemissionname,msdyn_externalemissionName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_externalemissionpid,msdyn_externalemissionPId,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_facilityid,msdyn_facilityid,Facility,Lookup,Unique identifier for the facility associated with mobile combustion.,True,Simple,None,"Targets:
msdyn_facility",,
Emission,msdyn_emission,msdyn_facilityidname,msdyn_facilityidName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_hfcs,msdyn_hfcs,HFCs,Decimal,The amount of hydrofluorocarbons factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_hfcsunit,msdyn_hfcsunit,HFCs unit,Lookup,The unit for the hydrofluorocarbons factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_hfcsunitname,msdyn_hfcsunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_isbiogenic,msdyn_isbiogenic,Is biogenic,Two options,"Indicates if it is a biogenic emission, or emission from a natural source.",True,Simple,None,"True: Yes
False: No
Default Value: False",,
Emission,msdyn_emission,msdyn_isbiogenicname,msdyn_isbiogenicName,N/A,Virtual,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_ismarketbased,msdyn_ismarketbased,Is market based,Two options,"Indicates if emission calculation is market-based or considered a ""net"" calculation.",True,Simple,None,"True: Yes
False: No
Default Value: False",,
Emission,msdyn_emission,msdyn_ismarketbasedname,msdyn_ismarketbasedName,N/A,Virtual,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_latitude,msdyn_latitude,Latitude,Text,This information can make it easier to submit reports for public disclosure.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_longitude,msdyn_longitude,Longitude,Text,This information can make it easier to submit reports for public disclosure.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_n2o,msdyn_n2o,N?O,Decimal,The amount of the N?O factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_n2ounit,msdyn_n2ounit,N?O unit,Lookup,Unique identifier for the unit associated with the emission.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_n2ounitname,msdyn_n2ounitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_name,msdyn_name,Name,Text,The name of the custom entity.,True,Simple,ApplicationRequired,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_nf3,msdyn_nf3,NF?,Decimal,The amount of nitrogen trifluoride factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_nf3unit,msdyn_nf3unit,NF? unit,Lookup,The unit for the NF? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_nf3unitname,msdyn_nf3unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_organizationalunitid,msdyn_organizationalunitid,Organizational unit,Lookup,Unique identifier for the organizational unit associated with the emission.,True,Simple,None,"Targets:
msdyn_sustainabilityorganizationalunit",,
Emission,msdyn_emission,msdyn_organizationalunitidname,msdyn_organizationalunitidName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 255",,
Emission,msdyn_emission,msdyn_origincorrelationid,msdyn_origincorrelationid,Origin correlation ID,Text,An optional identifier to correlate record with data origin.,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_otherghgs,msdyn_otherghgs,Other GHGs,Decimal,Greenhouse gases associated with emissions that are not allocated in an individual category.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_otherghgsunit,msdyn_otherghgsunit,Other GHGs unit,Lookup,Unique identifier for the unit associated with the emission.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_otherghgsunitname,msdyn_otherghgsunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_pfcs,msdyn_pfcs,PFCs,Decimal,The amount of perfluorocarbons factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_pfcsunit,msdyn_pfcsunit,PFCs unit,Lookup,The unit for the perfluorocarbons factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_pfcsunitname,msdyn_pfcsunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_product,msdyn_product,Product (Deprecated),Lookup,"A tangible or intangible item created through manufacturing, design, or development, intended for sale or use. (Deprecated)",True,Simple,None,"Targets:
msdyn_sustainabilityproduct",,
Emission,msdyn_emission,msdyn_productfootprint,msdyn_productfootprint,(Preview) Sustainability product footprint (Deprecated),Lookup,"Product carbon footprint that this activity contributes to, such as first-party end product. (Deprecated)",True,Simple,None,"Targets:
msdyn_sustainabilityproductfootprint",,
Emission,msdyn_emission,msdyn_productfootprintname,msdyn_productfootprintName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_productfootprintreporting,msdyn_productfootprintreporting,Product footprint (factor),Lookup,Product footprint that contains per-unit emissions data that can be used to compute emissions.,True,Simple,None,"Targets:
msdyn_sustainabilityproductfootprint",,
Emission,msdyn_emission,msdyn_productfootprintreportingname,msdyn_productfootprintreportingName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_productidentifier,msdyn_productidentifier,Product identifier (Deprecated),Lookup,"A unique alphanumeric code or number assigned to a specific product for the purpose of identification, tracking, and inventory management. (Deprecated)",True,Simple,None,"Targets:
msdyn_sustainabilityproductidentifier",,
Emission,msdyn_emission,msdyn_productidentifiername,msdyn_productidentifierName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_productname,msdyn_productName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 250",,
Emission,msdyn_emission,msdyn_reportingdate,msdyn_reportingdate,Reporting date,DateTime,Date used to parameterize reports.,True,Simple,None,Format: DateAndTime,,
Emission,msdyn_emission,msdyn_scope,msdyn_scope,Scope,Choice,Emission scope as defined by the Greenhouse Gas Protocol.,True,Simple,None,"Options:
700610000: Scope 1
700610001: Scope 2
700610002: Scope 3
Default: N/A",,
Emission,msdyn_emission,msdyn_scopename,msdyn_scopeName,N/A,Virtual,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_sf6,msdyn_sf6,SF?,Decimal,The amount of sulfur hexafluoride factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission,msdyn_emission,msdyn_sf6unit,msdyn_sf6unit,SF? unit,Lookup,The unit for SF? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission,msdyn_emission,msdyn_sf6unitname,msdyn_sf6unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_source,msdyn_source,Source,Lookup,N/A,True,Simple,None,"Targets:
msdyn_businesstravel
msdyn_capitalgood
msdyn_employeecommuting
msdyn_endoflifetreatmentofsoldproducts
msdyn_externalemission
msdyn_fugitiveemission
msdyn_industrialprocess
msdyn_investment
msdyn_mobilecombustion
msdyn_purchasedenergy
msdyn_purchasedgoodandservice
msdyn_stationarycombustion
msdyn_transportationanddistribution
msdyn_wastegeneratedinoperations",,
Emission,msdyn_emission,msdyn_sourceidtype,msdyn_sourceIdType,N/A,EntityName,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_sourcename,msdyn_sourceName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 1000",,
Emission,msdyn_emission,msdyn_sourcepid,msdyn_sourcePId,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_sourceyominame,msdyn_sourceYomiName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 1000",,
Emission,msdyn_emission,msdyn_suppliersurveydata,msdyn_suppliersurveydata,Value chain survey,Lookup,lookup to the value chain survey where this emission came from,True,Simple,None,"Targets:
msdyn_suppliersurveydata",,
Emission,msdyn_emission,msdyn_suppliersurveydataname,msdyn_suppliersurveydataName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission,msdyn_emission,msdyn_sustainabilityproductitem,msdyn_sustainabilityproductitem,Product or item,Lookup,"A tangible or intangible item created through manufacturing, design, or development, intended for sale or use.",True,Simple,None,"Targets:
msdyn_sustainabilityitemsku
msdyn_sustainabilityproduct",,
Emission,msdyn_emission,msdyn_sustainabilityproductitemidtype,msdyn_sustainabilityproductitemIdType,N/A,EntityName,N/A,True,Simple,None,,,
Emission,msdyn_emission,msdyn_sustainabilityproductitemname,msdyn_sustainabilityproductitemName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 1000",,
Emission,msdyn_emission,msdyn_sustainabilityproductitemyominame,msdyn_sustainabilityproductitemYomiName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 1000",,
Emission,msdyn_emission,msdyn_transactiondate,msdyn_transactiondate,Transaction date,DateTime,Date associated with the actual date when the transaction occurred.,True,Simple,None,Format: DateOnly,,
Emission factor,msdyn_emissionfactor,msdyn_approvalstatus,msdyn_approvalstatus,Approval status,Choice,Indicator of approval of MSM entity.,True,Simple,None,"Options:
700610000: Pending
700610001: Approved
Default: N/A",,
Emission factor,msdyn_emissionfactor,msdyn_approvalstatusname,msdyn_approvalstatusName,N/A,Virtual,N/A,True,Simple,None,,,
Emission factor,msdyn_emissionfactor,msdyn_biogenicco2factor,msdyn_biogenicco2factor,Biogenic CO? factor,Decimal,The amount of the biogenic CO? factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_biogenicco2factorunit,msdyn_biogenicco2factorunit,Biogenic CO? factor unit,Lookup,The unit for the biogenic CO? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_biogenicco2factorunitname,msdyn_biogenicco2factorunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_calculationlibraryid,msdyn_calculationlibraryId,Factor library,Lookup,Unique identifier for Factor Library associated with Emission Factor.,True,Simple,ApplicationRequired,"Targets:
msdyn_calculationlibrary",,
Emission factor,msdyn_emissionfactor,msdyn_calculationlibraryidname,msdyn_calculationlibraryIdName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 200",,
Emission factor,msdyn_emissionfactor,msdyn_ch4,msdyn_ch4,CH?,Decimal,The amount of the CH? factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_ch4unit,msdyn_ch4unit,CH? unit,Lookup,The unit for the CH? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_ch4unitname,msdyn_ch4unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_co2,msdyn_co2,CO?,Decimal,The amount of the CO? factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_co2e,msdyn_co2e,CO?E,Decimal,The amount of the CO? equivalent factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_co2eunit,msdyn_co2eunit,CO?E unit,Lookup,The unit for the CO?E factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_co2eunitname,msdyn_co2eunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_co2unit,msdyn_co2unit,CO? unit,Lookup,The unit for the CO? factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_co2unitname,msdyn_co2unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_dataconnection,msdyn_dataconnection,Connection,Lookup,The connection that ingested this emission factor,True,Simple,None,"Targets:
msdyn_dataconnection",,
Emission factor,msdyn_emissionfactor,msdyn_dataconnectionname,msdyn_dataconnectionName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_dataconnectionrefresh,msdyn_dataconnectionrefresh,Connection refresh,Lookup,The connection refresh which ingested this emission factor,True,Simple,None,"Targets:
msdyn_dataconnectionrefresh",,
Emission factor,msdyn_emissionfactor,msdyn_dataconnectionrefreshname,msdyn_dataconnectionrefreshName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 3500",,
Emission factor,msdyn_emissionfactor,msdyn_description,msdyn_description,Description,Text,Optional description that provides additional detail about the entity or attribute.,True,Simple,None,"Format: Text
Max length: 350",,
Emission factor,msdyn_emissionfactor,msdyn_documentationreference,msdyn_documentationreference,Documentation reference,Text,The documentation reference for the emission factor.,True,Simple,None,"Format: Text
Max length: 350",,
Emission factor,msdyn_emissionfactor,msdyn_emissionfactorid,msdyn_emissionfactorId,Emission factor,Uniqueidentifier,Unique identifier for entity instances,False,Simple,SystemRequired,,,
Emission factor,msdyn_emissionfactor,msdyn_heatcontent,msdyn_heatcontent,Heat content (Deprecated),Decimal,The amount of the heat content factor. (Deprecated),True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_heatcontentunit,msdyn_heatcontentunit,Heat content unit (Deprecated),Lookup,The unit for the heat content factor. (Deprecated),True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_heatcontentunitname,msdyn_heatcontentunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_hfcs,msdyn_hfcs,HFCs,Decimal,The amount of the hydrofluorocarbons factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_hfcsunit,msdyn_hfcsunit,HFCs unit,Lookup,The unit for the hydrofluorocarbons factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_hfcsunitname,msdyn_hfcsunitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_identifier,msdyn_identifier,Identifier,Text,Identifier for the emission factor.,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_isbiofuel,msdyn_isbiofuel,Is biofuel,Two options,Indicates if the type of fuel is biofuel or not.,True,Simple,None,"True: Yes
False: No
Default Value: False",,
Emission factor,msdyn_emissionfactor,msdyn_isbiofuelname,msdyn_isbiofuelName,N/A,Virtual,N/A,True,Simple,None,,,
Emission factor,msdyn_emissionfactor,msdyn_n2o,msdyn_n2o,N?O,Decimal,The amount of the N?O factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_n2ounit,msdyn_n2ounit,N?O unit,Lookup,The unit for the N?O factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_n2ounitname,msdyn_n2ounitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_name,msdyn_name,Name,Text,The name of the emission factor.,True,Simple,ApplicationRequired,"Format: Text
Max length: 255",,
Emission factor,msdyn_emissionfactor,msdyn_nf3,msdyn_nf3,NF?,Decimal,The amount of the nitrogen trifluoride factor.,True,Simple,None,"Minimum value: -100000000000
Maximum value: 100000000000
Precision: 10",,
Emission factor,msdyn_emissionfactor,msdyn_nf3unit,msdyn_nf3unit,NF? unit,Lookup,The unit for the nitrogen trifluoride factor.,True,Simple,None,"Targets:
msdyn_unit",,
Emission factor,msdyn_emissionfactor,msdyn_nf3unitname,msdyn_nf3unitName,N/A,Text,N/A,True,Simple,None,"Format: Text
Max length: 100",,
Emission factor,msdyn_emissionfactor,msdyn_origincorrelationid,msdyn_origincorrelationid,Origin correlation ID,Text,An optional identifier to correlate record with data origin.,True,Simple,None,"Format: Text
Max length: 100",,
